Code,Q,interviewer,interviewee
p20,6,Interviewer: Great. And last question. Why do you think we should hire you?,Interviewee: Well um  so I've been learning a lot about um  computer science since I was here. I've um  I am a pretty reliable person so like for example during the Tech I always like am reliably like editing everything  getting thing in time  on deadline. Though if you gave me an assignment then I would reliably like a work on it and um and I  and not procrastinate or anything like that. Um I'm pretty good at learning as demonstrated by my ability to succeed at MIT and um I also um  I would a really enjoy working and contributing to the Google community as a person and a I hope that a  I would be able to produce um  good products.
,6,Interviewer: Great,
p21,1,Interviewer: Ready? So how are you doing today?,Interviewee: I'm good. How are you?
p21,2,Interviewer: Good. So  tell me about yourself. ,Interviewee: OK. Um  I'm a junior in aerospace engineering  um  I'm originally from Kansas City  um  and I was born on the East Coast. I'm currently deciding whether or not I want to go into aerospace industry or go into consulting or another aviation-related field. I'm minoring in management. 
p21,3,Interviewer: Great. [pause] So  can you tell me about a time when you demonstrated leadership? ,Interviewee: Uh  so  right now I'm actually quite involved with the Global Poverty Initiative here at MIT  and I'm currently the director of ACTION under GPI  Global Poverty Initiative  so I'm currently in charge of the projects we are involved with abroad  so that includes projects in Mexico  service projects in Central Mexico...
p21,3,Interviewer: Um-hmm.,Interviewee: ...as well as a project with a domestic..an NGO in India that works with domestic workers in setting up domestic workers with local employers  and training women  and working with employer-employee relationships. Um  most of my work has been on the Mexico project  and I led a team -- I actually have traveled down three times -- and we have a greenhouse initiative that is our main goal right now  and I oversaw a team of four people on two separate trips where we built fourteen greenhouses as well as conducted classes at the secondary school as well as classes for adults in both computers and English.
p21,3,Interviewer: Great.,Interviewee: ...that was really validating.
p21,4,Interviewer: Good. OK. So  tell me about a time you were working on a team and faced a challenge. How did you solve that problem? ,Interviewee: Um  well  most of the challenges that I've faced with a team have been with my projects in Mexico. 
p21,4,Interviewer: OK.,Interviewee: Um  so  probably the largest challenge that we had when we got there was working across cultures and identifying with community members  because when we went there  we had originally thought -- we had brainstormed project ideas like solar ovens and greenhouses and bio-digesters  which are used to make fertilizer from natural waste -- and when we got there  we talked to lots of community members. First of all  they can be rather skeptical of outsides coming in  so we first had to earn their trust  and we had to establish that we weren't going to  um  just come in and give them something and leave. This wasn't going to be a hand-out. 
p21,5,Interviewer: Great. OK. Can you tell me one of your weaknesses and what you're doing to overcome it? ,Interviewee: Yeah. Sometimes I can be disorganized. I mean  I think everyone struggles with that a little bit  but the way I try to deal with that...recently I've taken to becoming a list person. [laughs] In order for me to ensure that I get things done -- I always get things done  but  you know  when you leave things for the last minute  sometimes the quality of your work is not always the best. 
p21,6,Interviewer: Great. OK. Last question: Why do you think we should hire you? ,Interviewee: I think I have a diverse skill set  and I have very diverse background working with other cultures  not only in Mexico  but I've had experiences in Europe and in China. I'm bi-racial myself  and I think I have a very unique background  and especially as an engineer who's interested in going into consulting  and I have work experience at Space-X and NASA and  um  other companies. 
p21,6,Interviewer: Great.,
p22,1,Interviewer: How are you doing today?,Interviewee: I'm doing very well. How are you?
p22,2,Interviewer: Good. So  tell me about yourself.,Interviewee: I'm currently a junior at MIT. I'm studying biology. Ummm I am interested in pursuing some sort of a future in medicine  but I don't know if necessarily like the medschool route or more the research side  but you know having to do with patient care and drugs and things like that. So  within the broader field but I'm not sure specifically what path yet. 
p22,3,Interviewer: Okay  great. So  tell me about a time when you demonstrated leadership.,Interviewee: Umm  okay. So umm the summer after my sophomore year of high school I actually went on a leadership trip. Um so it was through uh my summer camp and some other camps are a part of the same foundation and we actually went on a trip to Israel for the summer. 
p22,3,Interviewer: Wow  okay.,Interviewee: And it was the first time I'd ever been  which was very exciting um. And it was a very cool experience 'cause not only were they teaching a lot of leadership skills  but also a lot of you know the daily activities we did like going for really long hikes and things just kind of brought out that innate like  'someone has to make sure everyone brought enough water.'
p22,3,Interviewer: Right  right right right right right.,Interviewee: And  you know  make sure the group's staying together and things like that  um. So that was definitely something that I think impacted me a lot.
p22,3,Interviewer: Mhmm.,Interviewee: And I think  you know  in other leadership roles  you know  even in a small group project or something. A lot of the time I find myself reflecting back to that trip and kind of saying  'Okay  we were in a tough spot like that before.'
p22,3,Interviewer: Mhmm.,Interviewee: 'How did we kinda rally the group back together?'. Something like that.
p22,4,Interviewer: Great  okay. And can you tell me about a time when you were working on a team and faced a challenge? What did you do to solve that problem?,Interviewee: Umm  sure. So  a time when I was working on a team. So I think  um  this situation arises a lot of times in lab. 
p22,4,Interviewer: Okay.,Interviewee: So I was  um  this past summer I was back in Israel and working in a lab at the Hebrew University.
p22,4,Interviewer: Mhmm.,Interviewee: Um  and it was a pretty small lab. I was working um for one of the post-ocs and then there are about four other people in the lab. And so things like that kind of came up all the time where it would be a matter of  'Okay  we don't have the exact materials that we needed to do the experiment. Can I borrow this from this lab?' 
p22,4,Interviewer: Mhmm.,Interviewee: 'Can someone check down the hall  if maybe they have this?' 
p22,4,Interviewer: Mhmm.,Interviewee: And just kind of that group mentality of making sure everyone was getting their experiments done. Um and then it was also interesting 'cause there were a lot of language barriers that were going on in lab.
p22,4,Interviewer: Oh  okay.,Interviewee: Um 'cause there were some Israelis that were working there.
p22,4,Interviewer: Mhmm. ,Interviewee: And then one of the PhD students was from Russia  and then two of the post-ocs were from India. Um and so the common language among them was English  but in sort of a broken-down manner in different ways.
p22,4,Interviewer: Mhmm.,Interviewee: So that was kind of interesting also coming in and sort of having to step into that role of almost like translating English to English for people
p22,4,Interviewer: Right  right right.,Interviewee: And checking emails and making sure they made sense  and things like that.
p22,5,Interviewer: Okay. Right. So  can you tell me one of your weaknesses and what you're doing to overcome it?,Interviewee: Sure. Uh  I think sometimes I tend to be a little bit on the shy side. Especially um like if I'm the person coming into a new group or a new experience. And I think I just kind of have to remind myself like  there's a reason why I'm here.
p22,5,Interviewer: Mhmm.,Interviewee: And I can add something to the experience  even if it's not in a major sort of leadership necessarily role. Like for example  the lab last summer  I was the only undergraduate working there. And so that kind of brought out that shyer side.
p22,5,Interviewer: Mhmm.,Interviewee: 'Cause I walked in and  you know  everyone had already been working there and they were all much older and much more established in their fields. Um  so just kind of keep  keeping up the reminders that like  'I'm here to get something out of this experience and hopefully I can help out the lab  while at the same time realizing that  you know  I'm not necessarily going to come up with a big breakthrough today. And that's okay.' 
p22,5,Interviewer: Mhmm  mhmm.,Interviewee: 'And  you know  I still need to feel comfortable here; I need to add what I can  and then the rest will fall into place when it does.' And I think just  you know  keeping those reminders coming that I don't have to be like the person solving the problem right away has kind of helped me to take a step back  relax; see what I  what I can add to the table without freaking out that it's not enough.
p22,6,Interviewer: Okay  great. And  last question: Why do you think we should hire you?,Interviewee: Um  I think for me where I'm  where I am at this point  where I'm deciding between sort of going the medical school route or the research route;
p22,6,Interviewer: Mhmm.,Interviewee: The more time I spend in a hospital setting I think definitely will enable me to kind of make those distinctions between if it's the one-on-one patient care that I care more about  or if it's the sort of overarching like how are these people being cured more from a scientific standpoint?
p22,6,Interviewer: Mhmm.,Interviewee: Um  and I think just sort of that open-mindedness towards both sides will help out the hospital a lot. Because you know it's always good to have people that are interacting between the pure doctors and the pure scientist level.
p22,6,Interviewer: Okay.,Interviewee: And someone that has interest in both areas and can kind of mediate and interact between those two.
p22,6,Interviewer: Great  okay.,
p24,1,Interviewer: How are you doing today?,Interviewee: Um. I'm good. How are you?
p24,2,Interviewer: I'm doing well. So  tell me about yourself.,Interviewee: Um. I'm a core 16 here at MIT  which is aeronautical and astronautical engineering. Um. I'm a junior. Um. And my experience has been last summer I worked with NASA Glenn Research Center doing  ah  interplanetary rover work. Um. I was. 
p24,2,Interviewer: Mm hmm.,Interviewee: Um. So  that it could be recovered by  um  the people who are using it. Um  and I personally worked on the steerable para-foil parachute for that.
p24,3,Interviewer: Great. Alright. So can you tell me about a time you demonstrated leadership?,Interviewee: Um. Yes. I can. Um. When we were working on the Dropsonde project which I mentioned before  um  there was um  some question about whether we were gonna be able to get a good drop site for it. Um  because in order to test how the navigation system worked we had to have the thing flying for a significant period of time. Um. So  it was fairly...it takes um  not very long for most things to fall from reasonable height. So we had to find a really good drop location.
p24,3,Interviewer: Mm hmm.,Interviewee: Um. And we were having a lot of trouble with that. And  um  we...we were pursuing some options with working with NASA  um  but it didn't look like they were gonna work out. And I took the initiative  um  and I went and I contact the owner of this airport where we had been skydiving there previously there in the summer. Um. 
p24,4,Interviewer: Great. And tell me about a time you were working on a team and face a challenge. How did you solve that problem?,Interviewee: Well I guess I should probably pick a different time that I was working on a team. Um. So  um  when..for the Venus rover  which was the other project that I worked on last summer. Um  we had  um  we basically started just with with nothing. Um  because  um  this  this idea's really like in early design phases. It's not like..there's no Venus rover being built by any team. It's just people like sitting down working equations figuring out what would be feasible for a Venus rover. 
p24,4,Interviewer: Good. And which ended up working better?,Interviewee: The turbine did. Which I was happy about.
p24,5,Interviewer: OK. Can you tell me one of your weaknesses and what you're doing to overcome it?,Interviewee: Um. Yeah. I am not extremely well organized. Um  so  ahh  yeah. My ...my work tends to be a little bit of a mess and I have trouble meeting deadlines. Um. But I ...um  overcome it just by recognizing something that....recognizing that something that will happen to be where my work will become sloppy and I will miss deadlines if I don't really pay attention to it. Um  so  I do writing down deadlines keeping a Google calendar. Um. Trying to keep myself on top of things.
p24,6,Interviewer: And why do you think we should hire you?,Interviewee: Um. I think you should hire me because  um  I am intelligent and hard working. Um  and I think...I think my grades at MIT really prove that I am intelligent and hard working. Um  and  I think that  as well as that I also have the experience that you would want at JPO. Working on interplanetary rovers  I've done that before. Also worked on teams um  to try to accomplish goals. Um  so I think that really I am a pretty well qualified applicant for this position.
p24,,Interviewer: Great.,
p25,1,Interviewer: How are you doing?,Interviewee: I'm doing well thank you.
p25,2,Interviewer: Good. Can you tell me about yourself?,Interviewee: Um  I'm currently a junior studying chemistry in biology  at Massachusetts Institute of Technology. I'm primarily interested in biochemistry research  pacifically  how small molecules interact with the body  um  and produce physiological effects. 
p25,2,Interviewer: MmmHmm.,Interviewee: I've done research as an undergraduate  um  in the lab that's chemistry and biological  um  engineering. So I've been able to work at a chemical  biology interface.
p25,3,Interviewer: Great. Okay  so tell me about a time you've demonstrated leadership. ,Interviewee: I've demonstrated leadership through my role in dorm's house government.
p25,3,Interviewer: Okay.,Interviewee: I've been dieting chair and environmental chair for almost two years. Um  so through that I've been able to work with others  and um  work with the  like  other members of house government as well as the administration. Um  and bring  um  concerns from residents to the administration  and represent them.    
p25,4,Interviewer: Okay. Tell me about a time where you were on a team and faced a challenge. How did you solve that problem?,Interviewee: I've um  been able to work on teams  um  during my undergraduate classes  we  um  in our laboratory classes in the chemistry department we generally work  um  in small groups of two or three. So there's definitely been challenges in those situations where  for example  team member accidentally does something wrong  like  cost us a lot of product  or makes our experiment go wrong  and I found it helpful to kind of  be like  able to put  you know  aside my annoying side when someone's done in the moment  and figure how to move forward.
p25,4,Interviewer: Mmmhmm.,Interviewee: Um  as opposed to just being frustrated with the fact where we are currently  try to see how to go forward with that. 
p25,5,Interviewer: Can you tell me one of your weaknesses and what you are doing to overcome it?  ,Interviewee: I would say my weakness is actually leadership experience  because I haven't had a lot of it. Um  I also haven't had much experience working in a team environment  but I have been seeking out opportunities to improve this  um  looking for even more of a role in house government this year  um  and actually running for house president. How soon to try to get a leadership position. So I'm trying to more experience in those areas.
p25,6,Interviewer: Great. Why do you think we should hire you?,Interviewee: I think you should hire me because I bring experience from  um  from my education at M.I.T.  which has really prepared me for a rigorous work environment  to work hard and be able to solve problems  and I've demonstrated this to my work at other internships and my research that I've already done. 
p25,6,Interviewer: Good.,
p27,1,Interviewer: Um how are you doing today?,Interviewee: Good thanks.
p27,2,Interviewer: tell me about yourself.,Interviewee: Um I'm a junior at MIT. Um I'm majoring in biological engineering. I play for the women's varsity volleyball team at MIT. Um and also then also fairly involved with my sorority at MIT alpha phi. I'm the vice president of the chapter of operations so I'm pretty involved with the house maintenance and things like that.
p27,3,Interviewer: Great. Tell me how you've demonstrated leadership.,Interviewee: Um I think my most active role in leadership would be within my sorority um it's my job to make sure that everything is operating smoothly so thats includes coordinating with our chef like meals that are working  that all our facilities including our washers and driers and everything are up and running. We've had like issues with refrigerators. Um like last year when the power went off there was a lot of issues with that  that we had to kind of adjust so I think I being being able to maintain calm and like make sure everything was dealt with a timely and efficient manner.
p27,4,Interviewer: Tell me about a time when working on a team and faced a challenge. How did you solve that problem?,Interviewee: Um so the obvious team choice would be my volleyball team.
p27,4,Interviewer: Okay.,Interviewee: Um and we actually get along pretty well so there's not too many conflicts. But I think this is silly as it sounds. One of the things is what we eat after meals or after games. Um and so I think it's kind of nice sometimes I'll just speak with one or two players r come to a consensus before we really discuss with the team what we are doing after games. And so that way I kind of get a feel like amongst the 3 or 4 of us like what the team would like be most receptive to something like that and so then we come to some kind of consensus this is what we're gonna do instead of opening it up to the entire team. Like what would you like to do after the game? And getting you know 16 different opinions and having to deal with that. I'm getting like of small set of like you know options and we have people with dietary restrictions and things like that. So uh I think that way it's just being able to get a couple of different opinions  come to a conclusion before um making a decision. That's been pretty successful.
p27,5,Interviewer: Great. And tell me about one of your weaknesses and what you're trying to do to overcome it.,Interviewee: one of my weaknesses might be um maybe voicing my opinion all the time. Sometimes if I'm in a group with a lot of like loud personalities I might have um an opinion on a matter but not always want to voice it in the most. I won't um word my feelings in the best way or be able to convey exactly my emotions um so I think working to do that and I think just through getting more leadership exposure and really pushing myself to get out there has been helping me overcome that. I think that from freshman to now junior year that it definitely by taking more leadership roles on I've been able to become more vocal person to kind of like express my concerns.
p27,6,Interviewer: Great. And why do you think we should hire you?,Interviewee: I think you should hire me because I think I have a lot of uh technical or skills both um like bases off of my academic performance s. I would have good but also more I feel like I work well with others. I'm able to take initiative and if there's ever some sort of concern I've never had a pro with people coming to me to discuss it. Um I think I'm good at recognizing problems early before they get too uh become a good a big problem. Um and kind of address them in a very professional manner and fix it um the problem can go over smoothly.
p29,1,Interviewer: So  uhh  how are you doing?,Interviewee: Good. You?
p29,1,Interviewer: I’m well. Thanks for coming.,Interviewee: Yeah  sorry  I was- think I was late. I totally  like  messed up. I thought we were at the media lab. But . . .
p29,2,Interviewer: It’s ok. So please tell me about yourself.,Interviewee: Ahh  hmm. So  uhh  I would- would say that the job I’m interviewing for  let’s stay down here. So  yeay   I’m Chase  and I guess  um  I don’t know. I really enjoy computers and outdoors  that’s -that’s generally what I give people. Um  so in both of these  um  in computers mainly  uhh  at MIT I think some of my favorite classes have actually been graphics . . .
p29,2,Interviewer: Mmm-hmm.,Interviewee: . . . and computational photography as well. So it’s actually been really interesting to me getting into harder problems. 
p29,2,Interviewer: Mmm-hmm.,Interviewee: Um  like really deep programming like C  I’m actually getting more interested in. Whereas before when I came to MIT I had no idea about this stuff and I just did a lot of web-development.
p29,2,Interviewer: Mmm-hmm.,Interviewee: Umm  otherwise I just . . . I really just enjoy working on random projects. Going to Aca-thons [SP?] a lot and hanging out with people. Umm  yeah. Just building cool things. Uhh  otherwise  uhh  my main thing I do afterwards is ultimate Frisbee  which I really enjoy.
p29,3,Interviewer: OK  cool. Uhh  so  uhh  tell me about a time when you demonstrated leadership.,Interviewee: Uhh  actually that would probably be . . . I would actually put this on Frisbee.
p29,3,Interviewer: [laughs],Interviewee: Uhh  so I started the Frisbee club in my high school  um  my junior year. 
p29,3,Interviewer: Mmm-hmm.,Interviewee: And  umm  basically it was just a bunch of my friends. We used to play around a lot  and we said  “Hey  why don’t we just make this a team?” It was about 15 or 20 of us.
p29,3,Interviewer: Mmm-hmm.,Interviewee: Umm  so I became captain and what that entailed was getting people to practices every day or maybe three times a week  depending on  like  how people’s schedules were.
p29,3,Interviewer: Mmm-hmm.,Interviewee: But it was definitely tricky because  I mean  we had to get  you know  at least 15 people out on the field to be able to actually play a game  because you need 7 on each side.
p29,3,Interviewer: Mmm-hmm.,Interviewee: Umm  so  uhh  getting all this organized like everyday was umm  definitely like pretty hard to do. And I had to get people passionate enough to be wanting to play every time that we needed to play. Umm  and by the end  uhh  we went to a tournament in Texas . . .
p29,3,Interviewer: Mmm-hmm.,Interviewee: . . .which is where I’m from. Umm  and we got 5th my junior year and 3rd my senior year which is great without a coach or anything.
p29,3,Interviewer: Mmm-hmm.,Interviewee: Umm  just a lot of playing around with my friends yeah.
p29,4,Interviewer: So tell me about a time you were on a team and were faced with a challenge. How did you overcome it?,Interviewee: Uhh  hmm  OK. So let’s- let’s go with robotics. That was one of the classes I was in  uhh  last semester. So  umm  basically  uhh  the first half of the class was just learning in general about robots.
p29,4,Interviewer: Mmm-hmm.,Interviewee: And figuring out  umm  you know  just like all the electronics first of all and then actually the computer sense behind it  doing vision and such. Umm  so finally at the very end of the  umm  uhh  class we had to make our own robots.
p29,4,Interviewer: Hmm.,Interviewee: And so what I did there  umm  basically  uhh we had a few meetings to figure out what type of robot we would be building and stuff. Umm  and I guess  uhh  what I wanted to do was  umm  basically go ahead with everything we’d already done. Uhh  and just push forward with that and just finish off basically. And what my team members wanted to do was actually redo everything and start from the very bottom.
p29,4,Interviewer: Mmm-hmm.,Interviewee: Umm  so what we ended up doing  I actually took their side  umm  and it worked out very well. Umm  we had  uhh  quite a few tricky problems involved like  umm  uhh  one really cool thing we worked on was figuring out exactly  umm  how the robot can see the world . . .
p29,4,Interviewer: Huh.,Interviewee: . . . and what we had with this  we had a tile floor that we kind of cheated with. We had a tile floor and then walls . . .
p29,4,Interviewer: Mmm-hmm.,Interviewee: . . . everywhere. Umm  so what we were able to do is say  “Let’s just color the tile floor and wherever the coloring stops.”
p29,4,Interviewer: Huh.,Interviewee: “So let’s look at all the light in the picture and whenever we don’t see any white  that’s actually the bottom of the wall.”
p29,4,Interviewer: Ahh.,Interviewee: Umm  yeah. So then we basically took all these points that existed  that represented roughly the bottom of the wall  and then basically ran that through an algorhythm that created it  uhh  turned it into a line. Umm  so yeah. That was- that was kind of what it was and it worked really well. In the end we actually had this vision turned on which is really tricky and . . .
p29,4,Interviewer: Ohh.,Interviewee: I think the first time they’d actually had  umm  some- something like this instead of just looking for balls and doing path planning. Umm  actually local- relocalization in the world.
p29,4,Interviewer: Ahh. ,Interviewee: Yeah.
p29,5,Interviewer: So tell me about one of your weaknesses and how do you plan to overcome it?,Interviewee: OK  uhh  hmm. One of my weaknesses? Umm  I would go with  umm  . . . umm . . .Yeah I should’ve had a better answer for this question . . .umm  I guess . . . I don’t know if I can plan to overcome it. [laughing] I don’t know.
p29,5,Interviewer: You can pick anything.,Interviewee: I- I- I’d actually say  umm  I- I wish I was a lot better in working- in working in teams. 
p29,5,Interviewer: Mmm-hmm.,Interviewee: Umm  so  I actually really enjoy working in teams in general and that’s  umm  actually been one of my biggest focuses at MIT because I just know everyone is like really great at everything. Umm  but being able to  umm  basically inspire people to do stuff that I think is a good idea. 
p29,5,Interviewer: Hmm. Mmm-hmm.,Interviewee: Uhh  I have found that I’m not the best at basically.
p29,5,Interviewer: Mmm-hmm.,Interviewee: Umm  uhh  I mean just like  just- just various aspects of just everything. You know  like working in this social club where we just throw offense in general for students and you know  I’ve got like various ideas that I need to get across to people but sometimes people don’t agree with me and . . .
p29,5,Interviewer: Hmm.,Interviewee: . . . I either have to be persuasive or something or come up with better ideas.
p29,5,Interviewer: Mmm-hmm.,Interviewee: Umm  so  I guess- I guess my plan to overcome this  uhh  so far has basically just been a lot of practice . . .
p29,5,Interviewer: Uhh.,Interviewee: . . . and just doing more  uhh  basically again  like I’ve been doing a lot of teamwork in general. 
p29,5,Interviewer: Mmm-hmm.,Interviewee: I do really enjoy it. So I think it just comes with practice and being very conscious about how other people do stuff very well and inspire me  umm  so hopefully I can inspire others.
p29,6,Interviewer: Mmm-hmm. Now why do you think we should hire you?,Interviewee: Umm  [laughs] uhh  I guess because  umm  I- I would probably say the one word comes down to passion.
p29,6,Interviewer: Mmm-hmm.,Interviewee: Umm  I- whatever I’m doing  I make sure  umm  to do it with everything that I have and I’m- I’m basically always thinking about the problems that I’m working on. Umm I- I- I generally have like a pretty small scope of problems as well  that I always try to narrow it down. I’m not- I can’t take so many problems at the same time and try and solve all of them. If I’m reading a book  I’m only reading like one or two books.
p29,6,Interviewer: Hmm.,Interviewee: Umm  but with this  umm  I don’t know I- I- I’ve found it so far to be really helpful. Umm  I think my passion generally overflows to other people. Umm  I- I think I’m frequently jumping around  uhh  when I’m doing stuff . . .
p29,6,Interviewer: Hmm.,Interviewee: . . . and like explaining stuff and like listening to people. Umm  so I think I- I- I bring kind of some liveliness to places and also with this passion goes- I’m always looking at new stuff  learning new stuff and- and teaching people about it  umm  and you know just enjoy making stuff.
p29,6,Interviewer: Mmm-hmm. Well thank you. ‘Preciate your interviewing with us today.,
p3,1,Interviewer: So how are you doing today?,Interviewee: Pretty well.
p3,1,Interviewer: Good!,Interviewee: How are you?
p3,2,Interviewer: Good. Um  tell me about yourself?,Interviewee: Um  I'm Nikki. I'm a course 6 major at MIT this year. I live at east campus. Um  what do you want to know?
p3,2,Interviewer: Oh  great!,Interviewee: I'm from Minnesota...
p3,3,Interviewer: Tell me about how a time you've demonstrated leadership?,Interviewee: Um...um. I was in APO. I was the fellowship vice president for a time.
p3,3,Interviewer: Okay.,Interviewee: I was responsible for organizing the [xx?]... basically it's limited to three sections.
p3,3,Interviewer: Okay.,Interviewee: Friendship  leadership and service. It was on my [xx?] organizing the events that...helped to foster friendship among the brothers.
p3,4,Interviewer: Great. Okay. So tell about a time you were working on a team and faced a challenge? How did you solve that problem?,Interviewee: So we had this project a few weeks ago...
p3,4,Interviewer: Okay.,Interviewee: It was a [xx?] of [xx?] and one of our group-mates did the whole thing.
p3,4,Interviewer: Oh  wow!,Interviewee: Yeah.
p3,4,Interviewer: Okay  so...,Interviewee: Um. So we...the other two of us we talked among ourselves to figure out what like had happened exactly  because both of us are just kind of [xx?] really quickly.
p3,4,Interviewer: Sure.,Interviewee: And then arranged a meeting with the TA [xx?]  to see if we could work out a solution and at the end it worked out okay. It wasn't the best  obviously  because we hadn't gotten to do the work.
p3,4,Interviewer: Mhmm.,Interviewee: Resolved it.
p3,4,Interviewer: Good.,Interviewee: I haven't had this kind of interview in forever....I'm going to ask you to code.
p3,5,Interviewer: Um  can you tell me one of your weaknesses and what you're trying to do to overcome it?,Interviewee: I'm really quiet.
p3,5,Interviewer: Oh  okay.,Interviewee: I just speak really quietly and it's because in my head it sounds louder than I guess it is.
p3,5,Interviewer: Oh  okay.,Interviewee: I work on it. I try to project and all that. I ask people to tell me if I'm being too quiet  cause I can't [xx?]. It's a real problem though.
p3,6,Interviewer: Okay  and last question. Why do you think we should hire you?,Interviewee: For what? Uhm  because I learn really quickly.
p3,6,Interviewer: Okay.,Interviewee: Um. I bring a very positive attitude to the job and I like to have fun with what I do.
p3,6,Interviewer: Mhmm.,Interviewee: And I work hard at it and I don't what to let people down [xx?].
p30,1,Interviewer: How are you doing today?,Interviewee: Good.
p30,1,Interviewer: Good. Ready?,Interviewee: Yep.
p30,2,Interviewer: So  tell me about yourself.,Interviewee: Uh  well I'm a Junior. I'm an MIT student. Um  I'm majoring in both Math and Computer Science. Uh what sort of skills and interests are you looking to find out about?
p30,2,Interviewer: Oh just like a general idea of what your interests are and like you know what kind of goals you're looking for in terms of the future.,Interviewee: Cool  well I'm really interested in distributed systems actually and that's more of a research interest and the sort of application that it generally tends to have when I look at companies is parallel computing. Um  I actually did an internship last summer with Amazon and uh for them I ended up doing a lot of parallel computing with the hoodoo platform. I'm also taking 6172 which is a performance engineering class and we do a lot of parallelism in C++.
p30,3,Interviewer: Great! So tell me about a time you demonstrated leadership.,Interviewee: Well  uh  this was in high school but in high school I was the  uh  president of our robotics team as well as the  uh  in the earlier years the head of  respectively the  the  uh mechanical engineering team and our mechanical arm team. Uh  and you know that was a good leadership experience uh  I've also been in  uh  in 6172 we have group projects - they're only two people - but um  in some of the projects I've been the person doing a lot of the organizing. Uh  yeah  um.
p30,4,Interviewer: Okay. So tell me about a time you were working on a team and faced a challenge. How did you solve that problem?,Interviewee: Are you more interested in a technical challenge or like in a working with people challenge? 
p30,4,Interviewer: I mean any situation where you're working with people and there is an issue.,Interviewee: Okay. Well  um  in my 6172 class I'm taking right now I was working with Jason. He is a friend of mine and we were both working on the first project and we were trying to improve our speed in order to get up to the benchmark for like good fastness um  of improvement. And we had to prioritize different choices in terms of what might actually speed up our code by approximately five hundredfold. Yeah  it was pretty intense. And we as such like had to sort of try and paralyze the work and you know it was pretty hard because the code - like  merging two code documents is never fun and there was really only one document we were working on. What ended up happening is that I spent most of the time uh driving which is to say coding  him watching - verifying my algorithm. It was stressful because it was getting close to the deadline and if we didn't finish this optimization we'd have to turn in an old version which was only ten times faster as opposed to five hundred times faster. We ended up getting it not five hundred times faster  but one hundred times faster. I was quite pleased. Working with him was sort of both working on the strategies of how to fix the technical problem as fast as possible given that we had two peoples' worth of manhours but only n actual hours. Um  and thinking about solutions to that technical problem was interesting.
p30,5,Interviewer: Okay  great. Can you tell me about one of your weaknesses and what you're doing to overcome it?,Interviewee: Uh  I  when I get stressed tend to get a little snippy with people I'm working with. I think it is not uncommon. Um  but definitely when I'm - especially when I'm tired it's like 4 AM in the morning and I'm working with people. When they're trying to explain something to me or I'm trying to explain something to them there's like inherent overhead and that can be very frustrating. It causes me to like  be short with people when like they're trying to explain things to me or I'm explaining things to them. And it's something I'm working on because it doesn't actually make communication more effective  it just makes everyone unhappy. Um. One of - so - there's a couple things one is that like I have to stay up late working on things so I inevitably get practice working at not being snippy. Um  but also like having recognized that this is something that I do  something that is not effective for communication  uh  I have been trying to pay attention to  um  you know  my tone of voice  my friendliness and I've been trying to take the approach that when I do have to try to communicate in these situations  to like  optimize by minimizing the communication needed and being expressively relaxed during the periods of communication. Because even if I need to be like  working hard and stressing out about the work  the communication portion doesn't need to take up much time. And so if it takes like twice as long  it doesn't matter  because that's not the time you need to optimize.
p30,6,Interviewer: Great! Last question - why do you think we should hire you?,Interviewee: I think you should hire me because I'm technically qualified  I get along well with people  I am interested in these fields. Like  I'm excited about Computer Science it's like what I want to do. It's a large part of who I am - the Math and Computer Science part of me. And as a result  I'm going to enjoy work  and enjoy working with people. Um  also the people I spend my time with outside of work will tend to be very similar kinds of people to the kinds of people I'll be interacting with at work. And so  it tends to work out pretty well. In my previous internship with Amazon my team liked me a lot because I'm pretty laid back and enjoy joking around with people. Bake food  you know. So I  yeah  you know I will solve your technical problems and I will get along with the team.
p30,6,Interviewer: Great!,
p31,1,Interviewer: Ready.  So how are you doing today?,Interviewee:  Good  how are you?
p31,2,Interviewer:  Good.  Tell me about yourself.,Interviewee:  So I’m a junior in chemical engineering.  Im very interested in energy application so um from alternative energy to more traditional sources so basically oil fossil fuels.  Um and kind of optimizing that industry I think theres a lot of potential there so that’s that’s where my main interest is.
p31,3,Interviewer:  great.  and can you tell me a time you demonstrated leadership?,Interviewee:  yeah.  Um so im uh vice president of corporalations (sp) for the society of woman engineers.  And um we just held in September a career fair banquet.  So we had a dinner for about 200 people following the career fair.  Um and its it’s a huge event to organize in the sense that students need to be matched up with companies that suit their interest for dinner.  
p31,3,Interviewer:  mmhmm,Interviewee:  so the goal is just to have kind of a relaxed networking event after you know the hecticness of the carrerr fair.
p31,3,Interviewer:  uh huh,Interviewee:  and and to just give people a chance to talk.  Um and so so I was working with a committee of six people and which I was the leader of and um I think one thing that I I really did to make sure that the event went smoothly was delegate tasks very early on.  Um so one of the one of things that happened in the previous years when I was one of the team and not leading the
p31,3,Interviewer:  uh huh,Interviewee:  team was it became very disorganized because we didn’t know what the other tasks were what the other people were doing.
p31,3,Interviewer:  Mmm.,Interviewee:  and in the end we ended up having to work throughout the event to keep things running smoothly and I wanted the team members to be able to sit down and have dinner as well.
p31,3,Interviewer:  right,Interviewee: so in the end it ended up running very well  um  and um kind of we all got to have dinner to so that was awesome.
